instance,run,algorithm,seed,GD,IGD,runtime_s,nd_size,best_cost,best_makespan
sdmk05,1,EDA-TS,20270409,0.0,0.0,0.7712650299072266,4,2243.0,86.0
sdmk05,1,EDA,20270409,18.158254933286464,64.72135168417925,0.482682466506958,6,2425.0,98.0
sdmk05,1,NSGA-II,20270409,33.2783560229744,78.12534860005348,0.10408329963684082,7,2490.0,96.0
sdmk05,1,EDA-VNS,20270409,46.11820561219711,60.28558197961081,1.0445201396942139,3,2403.0,100.0
sdmk05,1,H-GA-TS,20270409,32.57480706858531,64.61508284945873,1.2449688911437988,12,2436.0,97.0
sdmk05,2,EDA-TS,20270410,0.0,0.0,0.787092924118042,7,2243.0,92.0
sdmk05,2,EDA,20270410,17.919573407620817,46.98064951227131,0.4507615566253662,3,2401.0,109.0
sdmk05,2,NSGA-II,20270410,17.257244855422318,102.89886933955255,0.10212039947509766,4,2487.0,102.0
sdmk05,2,EDA-VNS,20270410,15.55188448745396,76.21191830404375,1.0102570056915283,6,2453.0,104.0
sdmk05,2,H-GA-TS,20270410,26.982619005483173,74.01002022205788,1.287290096282959,9,2452.0,96.0
