instance,GD_EDA,GD_EDA-TS,GD_EDA-VNS,GD_H-GA-TS,GD_NSGA-II,IGD_EDA,IGD_EDA-TS,IGD_EDA-VNS,IGD_H-GA-TS,IGD_NSGA-II,RT_EDA,RT_EDA-TS,RT_EDA-VNS,RT_H-GA-TS,RT_NSGA-II
sdmk05,94.21455218709522,18.58541094514727,62.4452416370943,9.312114182829148,64.03553254232594,248.6640191486224,3.144544842556888,113.64923625030572,48.88512050306196,216.60729808198863,0.5996265411376953,1.5036121606826782,2.080160975456238,3.159513592720032,0.1466366052627563
