instance,algorithm,mean_GD,mean_IGD
sdmk05,EDA-TS,11.095905006047149,11.344626448992514
sdmk05,EDA-TS_no_m,39.49181531648243,146.5120248457127
sdmk05,EDA-TS_no_mn,24.20544754117572,168.40511771023233
sdmk05,EDA-TS_no_n,5.055937104039171,101.99398963468266
