instance,GD_EDA,GD_EDA-TS,GD_EDA-VNS,GD_H-GA-TS,GD_NSGA-II,IGD_EDA,IGD_EDA-TS,IGD_EDA-VNS,IGD_H-GA-TS,IGD_NSGA-II,RT_EDA,RT_EDA-TS,RT_EDA-VNS,RT_H-GA-TS,RT_NSGA-II
sdmk05,43.70556944564284,0.0,26.65302496089821,14.650255970460035,94.45794841531756,161.90395138127977,0.5315072906367325,128.65634317432404,123.1158504202292,202.24883102346547,0.636151909828186,1.27006995677948,1.6812283992767334,2.182568907737732,0.1519174575805664
