instance,algorithm,mean_GD,mean_IGD
sdmk05,EDA-TS,14.037187806428006,4.747220505424423
sdmk05,EDA-TS_no_m,39.63461132576577,211.13494610165964
sdmk05,EDA-TS_no_mn,40.26287204260703,162.95025390736012
sdmk05,EDA-TS_no_n,3.5,150.37481991662392
