instance,GD_EDA,GD_EDA-TS,GD_EDA-VNS,GD_H-GA-TS,GD_NSGA-II,IGD_EDA,IGD_EDA-TS,IGD_EDA-VNS,IGD_H-GA-TS,IGD_NSGA-II,RT_EDA,RT_EDA-TS,RT_EDA-VNS,RT_H-GA-TS,RT_NSGA-II
sdmk05,18.03891417045364,0.0,30.83504504982553,29.77871303703424,25.26780043919836,55.85100059822528,0.0,68.24875014182729,69.3125515357583,90.51210896980302,0.4667220115661621,0.7791789770126343,1.027388572692871,1.266129493713379,0.1031018495559692
