instance,run,pair,c_ab,c_ba
sdmk05,1,EDA-TS_vs_no_m,1.0,0.0
sdmk05,1,EDA-TS_vs_no_n,0.75,0.058823529411764705
sdmk05,1,EDA-TS_vs_no_mn,0.0,0.47058823529411764
