instance,run,algorithm,seed,GD,IGD,runtime_s_total,nd_size
sdmk05,1,EDA-TS,20270409,1.1881770515720091,3.0,410.55535435676575,34
sdmk05,1,EDA-TS_no_m,20270409,3.1446603773522015,68.58598608064433,410.55535435676575,3
sdmk05,1,EDA-TS_no_n,20270409,11.18383319796929,22.485507976084403,410.55535435676575,8
sdmk05,1,EDA-TS_no_mn,20270409,0.0,73.60874380593295,410.55535435676575,2
